 Product URL,Product Name,Product Price,Rating,Number of reviews
https://www.amazon.in/Genie-Black-School-Backpack-LUSH19SBBLK/dp/B07QHLBBPM/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-46,"Genie Lush School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls  ",955,4.1 out of 5 stars,"1,431"
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-47,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag  ,843,3.7 out of 5 stars,739
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-48,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather  ",929,3.9 out of 5 stars,751
https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-49,American Tourister Casual Backpack  ,"1,139",4.1 out of 5 stars,"14,461"
https://www.amazon.in/Puma-76855-teamGOAL-Backpack-Core/dp/B07XJPLL27/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-50,Puma Unisex teamGOAL 23 Backpack Core Black X  ,939,4.3 out of 5 stars,"2,620"
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-51,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit  ,529,4.2 out of 5 stars,"3,762"
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679396594&sprefix=ba%2Caps%2C283&sr=8-52,TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women  ,699,3.8 out of 5 stars,"1,698"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDk2MTE1OTExNjE2MzA5OjE2NzkzOTY1OTQ6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396594%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,800",4.9 out of 5 stars,17
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDk2MTE1OTExNjE2MzA5OjE2NzkzOTY1OTQ6c3BfYnRmOjIwMTEzNzg4MTc1MTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396594%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue)  ,"1,349",4.3 out of 5 stars,"7,733"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDk4MTYwODgzMDEyMDA4OjE2NzkzOTY1OTc6c3BfYXRmX25leHQ6MjAxMTc3OTU4NzY5OTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396597%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)  ","4,499",4.3 out of 5 stars,152
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDk4MTYwODgzMDEyMDA4OjE2NzkzOTY1OTc6c3BfYXRmX25leHQ6MjAxMjQzMTEwMjQ4OTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396597%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,600",4.0 out of 5 stars,373
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-51,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty)  ,512,4.1 out of 5 stars,"5,212"
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-52,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07)  ,"2,239",3.9 out of 5 stars,399
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-53,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)  ","1,599",4.3 out of 5 stars,397
https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-54,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls  ,589,3.6 out of 5 stars,361
https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-55,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue)  ,"1,439",4.1 out of 5 stars,"3,717"
https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-56,F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo)  ,713,4.2 out of 5 stars,"2,914"
https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-57,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent  ",569,4.4 out of 5 stars,561
https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-58,ASTRID Women's Round Sling Bag with Pompoms (Brown)  ,474,4.4 out of 5 stars,346
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDk4MTYwODgzMDEyMDA4OjE2NzkzOTY1OTc6c3BfbXRmOjIwMTIxOTcyMjYwNDk4OjowOjo&url=%2FEUME-Propine-Massager-Backpack-Charging%2Fdp%2FB07XG935R9%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396597%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAPBFC7AMQ4Q38,"EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Melange, 22L)  ","3,499",4.1 out of 5 stars,45
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDk4MTYwODgzMDEyMDA4OjE2NzkzOTY1OTc6c3BfbXRmOjIwMTAwODU1MDk4NTk4OjowOjo&url=%2FFur-Jaden-resistant-Backpack-BM100_Brown%2Fdp%2FB07P5X6NSN%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396597%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students  ,889,4.2 out of 5 stars,"2,237"
https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-61,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years)  ,239,3.8 out of 5 stars,"1,399"
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-62,TRAWOC 80L Travel Backpack for Men & Women Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack  ,"2,380",4.4 out of 5 stars,"6,925"
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-63,"TRUE HUMAN Emperor Anti-Theft With Number Lock 32 Ltrs Backpack,Laptop bag (Black)  ",649,3.7 out of 5 stars,699
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-64,Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black  ,799,4.2 out of 5 stars,"54,726"
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-65,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men  ,664,4.1 out of 5 stars,"3,846"
https://www.amazon.in/SBCOLLECTION-Premium-Backpack-Water-Resistance-Business/dp/B0BXL5B1J4/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-66,SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler  ,229,4.5 out of 5 stars,3
https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-67,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,849,3.9 out of 5 stars,"2,340"
https://www.amazon.in/TRUE-HUMAN%C2%AE-Laptop-Backpack-College/dp/B0BKTQ48D5/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679396597&sprefix=ba%2Caps%2C283&sr=8-68,TRUE HUMAN® 32 Ltr Laptop Backpack for Men and Women| USB Port Travel Backpack|College Bags for Girls & Boys (Blue)  ,599,3.7 out of 5 stars,135
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDk4MTYwODgzMDEyMDA4OjE2NzkzOTY1OTc6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396597%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,800",4.9 out of 5 stars,17
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDk4MTYwODgzMDEyMDA4OjE2NzkzOTY1OTc6c3BfYnRmOjIwMTEzNzg4MTc1MTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396597%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue)  ,"1,349",4.3 out of 5 stars,"7,733"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTIyMzU3MzA3MzQ4NzQ1OjE2NzkzOTY2MDA6c3BfYXRmX25leHQ6MjAxMjE0ODk2Mzg0OTg6OjA6Og&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BS6YGKMC%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396600%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack  ,528,5.0 out of 5 stars,2
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTIyMzU3MzA3MzQ4NzQ1OjE2NzkzOTY2MDA6c3BfYXRmX25leHQ6MjAxMjQzMTEwMjQ4OTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396600%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,600",4.0 out of 5 stars,373
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-67,ADISA Laptop Backpack 31 Ltrs  ,499,4.0 out of 5 stars,"9,083"
https://www.amazon.in/Heart-choice-bag-compartment-Waterproof/dp/B0BS99XDQC/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-68,"Heart choice stylish college school travel office bag, Casual laptop compartment ,Casual Backpack for Men Women Boys Girls Waterproof ( Bro khadi Blue )  ",499,4.0 out of 5 stars,1
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-69,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty  ,799,4.0 out of 5 stars,"12,983"
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-70,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty  ,512,4.1 out of 5 stars,"5,212"
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-71,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port  ",489,3.9 out of 5 stars,"9,938"
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-72,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack  ,528,5.0 out of 5 stars,2
https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-73,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack  ,269,3.6 out of 5 stars,"7,540"
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-74,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)  ",599,3.8 out of 5 stars,679
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTIyMzU3MzA3MzQ4NzQ1OjE2NzkzOTY2MDA6c3BfbXRmOjIwMTIxOTcyMjYwNDk4OjowOjo&url=%2FEUME-Propine-Massager-Backpack-Charging%2Fdp%2FB07XG935R9%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396600%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAPBFC7AMQ4Q38,"EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Melange, 22L)  ","3,499",4.1 out of 5 stars,45
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTIyMzU3MzA3MzQ4NzQ1OjE2NzkzOTY2MDA6c3BfbXRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396600%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,800",4.9 out of 5 stars,17
https://www.amazon.in/uppercase-Backpack-2500EBP1-resistant-sustainable/dp/B0BTDB674X/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-77,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,700",4.1 out of 5 stars,186
https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BNSXJ2MY/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-78,Martucci 17 inch 35L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black)  ,587,3.6 out of 5 stars,18
https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-79,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)  ",294,3.8 out of 5 stars,155
https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-80,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black)  ,565,3.9 out of 5 stars,"7,212"
https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-81,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag  ,449,4.2 out of 5 stars,"7,268"
https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-82,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black  ,"1,399",4.1 out of 5 stars,"5,292"
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-83,Trajectory 100% Vegan Leather 16 Inch Laptop Office Messenger bag for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men and Women  ,"1,399",4.2 out of 5 stars,311
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1679396600&sprefix=ba%2Caps%2C283&sr=8-84,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College  ",640,4.4 out of 5 stars,"1,025"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTIyMzU3MzA3MzQ4NzQ1OjE2NzkzOTY2MDA6c3BfYnRmOjIwMTE3Nzk1ODc2OTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396600%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)  ","4,499",4.3 out of 5 stars,152
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTIyMzU3MzA3MzQ4NzQ1OjE2NzkzOTY2MDA6c3BfYnRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396600%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty  ","1,900",4.9 out of 5 stars,23
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzE0MzY2ODcxNjg2NzIzOjE2NzkzOTY2MDQ6c3BfYXRmX25leHQ6MjAxMjQzMTEwMjQ4OTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396604%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ","1,600",4.0 out of 5 stars,373
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzE0MzY2ODcxNjg2NzIzOjE2NzkzOTY2MDQ6c3BfYXRmX25leHQ6MjAwODAyODgyMjU5OTg6OjA6Og&url=%2FClownfish-Resistant-Polyester-Trolley-Backpack%2Fdp%2FB0BFL7SVSM%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679396604%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,The Clownfish Tramp 33 Litre Water Resistant Polyester Two Wheel Laptop Trolley Backpack (Black- Size 48 Cm)  ,"5,699",5.0 out of 5 stars,2
https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1679396604&sprefix=ba%2Caps%2C283&sr=8-83,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814)  ,560,4.3 out of 5 stars,111
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1679396604&sprefix=ba%2Caps%2C283&sr=8-84,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black)  ,376,4.3 out of 5 stars,"8,907"
